"track_name","artist_name","artist_count","released_year","released_month","released_day","in_spotify_charts","streams","in_apple_charts","bpm","mode","danceability_pct","valence_pct","energy_pct","acousticness_pct","instrumentalness_pct","liveness_pct","speechiness_pct"
"Ferrari","James Hype, Miggy Dela Rosa",2,2022,3,14,"28","462791599","79",125,"Minor",84,70,69,1,0,5,5
"You're On Your Own, Kid","Taylor Swift",1,2022,10,21,"2","348647203","18",120,"Major",69,40,39,41,0,13,6
"Kesariya (From Brahmastra)","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,"6","366599607","98",94,"Major",58,44,57,57,0,10,3
"Agudo MяПНяПНgi","Styrx, utku INC, Thezth",3,1930,1,1,"0","90598517","0",130,"Minor",65,49,80,22,4,7,5
"Payphone","Maroon 5, Wiz Khalifa",2,2012,1,1,"4","1479264469","38",110,"Major",74,51,74,2,0,29,4
"All I Want for Christmas Is You","Mariah Carey",1,1994,10,28,"0","1449779435","132",150,"Major",34,33,63,16,0,7,4
"Last Christmas","Wham!",1,1984,1,1,"0","1159176109","111",107,"Minor",74,88,65,28,0,46,3
"Rockin' Around The Christmas Tree","Brenda Lee",1,1958,1,1,"0","769213520","168",140,"Major",70,85,41,71,0,45,5
"Jingle Bell Rock","Bobby Helms",1,1957,1,1,"0","741301563","99",119,"Major",74,78,37,84,0,6,3
"It's Beginning To Look A Lot Like Christmas","Michael BublяПН",1,2011,10,14,"0","807561936","0",93,"Major",35,38,23,91,0,29,3
"Santa Tell Me","Ariana Grande",1,2013,12,13,"0","834129063","106",133,"Major",46,53,63,5,0,30,18
"It's the Most Wonderful Time of the Year","Andy Williams",1,1963,10,14,"0","663832097","107",202,"Major",24,76,60,77,0,12,4
"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",1,1959,11,16,"0","446390129","1",134,"Major",45,72,24,91,0,18,4
"Snowman","Sia",1,2017,1,1,"0","690104769","110",105,"Major",72,33,51,48,0,9,3
"Underneath the Tree","Kelly Clarkson",1,2013,10,25,"0","485285717","99",160,"Major",51,69,81,0,0,21,5
"Feliz Navidad","JosяПНяПН Felic",1,1970,11,1,"0","520034544","3",148,"Major",50,96,82,47,0,34,4
"Holly Jolly Christmas","Michael BublяПН",1,2011,10,14,"0","476244795","0",151,"Major",65,70,47,87,0,9,4
"Mistletoe","Justin Bieber",1,2011,1,1,"0","629173063","111",162,"Minor",67,88,54,51,0,9,4
"Sleigh Ride","The Ronettes",1,1963,11,22,"0","404664135","74",92,"Major",53,84,77,40,0,32,3
"Seek & Destroy","SZA",1,2022,12,9,"0","98709329","31",152,"Major",65,35,65,44,18,21,7
"Love Language","SZA",1,2022,12,9,"0","110849052","63",65,"Minor",71,55,26,85,0,13,8
"Happy Xmas (War Is Over)","John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,"0","460492795","1",147,"Major",33,39,61,32,0,77,3
"Used (feat. Don Toliver)","SZA, Don Toliver",2,2022,12,8,"0","94005786","29",150,"Minor",73,71,69,53,0,32,9
"A Holly Jolly Christmas - Single Version","Burl Ives",1,1952,1,1,"0","395591396","120",140,"Major",67,81,36,64,0,15,3
"The Christmas Song (Merry Christmas To You) - Remastered 1999","Nat King Cole",1,1946,11,1,"0","389771964","72",139,"Major",36,22,15,84,0,11,4
"Wonderful Christmastime - Edited Version / Remastered 2011","Paul McCartney",1,1979,11,16,"0","403939487","0",95,"Major",75,74,58,36,0,9,3
"Do They Know It's Christmas? - 1984 Version","Band Aid",1,1984,11,25,"0","481697415","30",115,"Major",60,23,57,0,2,27,3
"Ghost in the Machine (feat. Phoebe Bridgers)","SZA, Phoebe Bridgers",2,2022,12,9,"0","110073250","20",125,"Major",62,59,43,84,3,11,5
"Special","SZA",1,2022,12,9,"0","88092256","21",76,"Major",60,19,20,78,0,11,5
"Merry Christmas Everyone","Shakin' Stevens",1,1984,1,1,"0","351636786","35",101,"Minor",72,91,87,14,0,13,3
"Let It Snow! Let It Snow! Let It Snow!","Frank Sinatra, B. Swanson Quartet",2,1950,1,1,"0","473248298","108",143,"Major",60,86,32,88,0,34,6
"SOS","SZA",1,2022,12,9,"0","73981293","18",119,"Minor",51,51,66,67,0,9,23
"Open Arms (feat. Travis Scott)","SZA, Travis Scott",2,2022,12,8,"4","155653938","87",78,"Major",67,22,59,76,1,15,16
"White Christmas","Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,"0","395591396","79",96,"Major",23,19,25,91,0,40,3
"Driving Home for Christmas - 2019 Remaster","Chris Rea",1,1986,1,1,"0","429504768","0",180,"Major",51,87,58,36,0,18,4
"Christmas (Baby Please Come Home)","Darlene Love",1,1963,11,22,"0","242767149","58",126,"Major",34,35,76,39,0,8,5
"Gone Girl","SZA",1,2022,12,9,"0","65362788","17",150,"Major",43,42,44,57,0,15,6
"F2F","SZA",1,2022,12,9,"0","67540165","9",90,"Major",53,47,74,9,0,34,4
"Notice Me","SZA",1,2022,12,9,"0","62019074","22",160,"Major",72,78,68,28,0,11,12
"Merry Christmas","Ed Sheeran, Elton John",2,2017,11,10,"0","135723538","90",114,"Major",59,60,94,24,0,10,4
"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,"0","295998468","39",113,"Major",73,72,32,77,0,15,5
"My Only Wish (This Year)","Britney Spears",1,2000,11,7,"0","261116938","53",147,"Major",67,69,72,17,0,19,3
"Antidepresan","Mabel Matiz, Mert Demir",2,2022,11,4,"2","136689549","6",100,"Minor",70,92,59,3,0,10,3
"Wild Flower (with youjeen)","RM",1,2022,12,2,"2","135611421","74",155,"Major",49,42,77,3,0,12,9
"I Hate U","SZA",1,2021,12,3,"0","356709897","96",107,"Minor",54,41,39,51,0,11,16
"Raindrops (Insane) [with Travis Scott]","Travis Scott, Metro Boomin",2,2022,12,2,"0","110649992","7",112,"Major",80,15,54,9,0,38,5
"SPIT IN MY FACE!","ThxSoMch",1,2022,10,31,"0","301869854","0",166,"Major",70,57,57,9,20,11,7
"Deck The Hall - Remastered 1999","Nat King Cole",1,1959,1,1,"0","127027715","39",107,"Minor",69,96,36,81,0,8,4
"Smoking on my Ex Pack","SZA",1,2022,12,9,"0","57144458","11",81,"Major",47,33,68,24,0,22,38
"Conceited","SZA",1,2022,12,9,"0","56870689","14",150,"Major",79,77,46,5,0,11,7
"Snow On The Beach (feat. Lana Del Rey)","Taylor Swift, Lana Del Rey",2,2022,10,21,"0","323437194","57",110,"Major",66,19,32,69,0,12,4
"Maroon","Taylor Swift",1,2022,10,21,"0","317726339","16",108,"Major",64,4,40,6,0,10,6
"TubarяПНяПНo Te","Dj LK da EscяПНяПНcia, Tchakabum, mc jhenny, M",4,2022,9,28,"0","116144341","0",130,"Minor",89,48,74,30,0,7,36
"Bejeweled","Taylor Swift",1,2022,10,21,"0","328207708","35",164,"Major",70,39,56,6,0,9,7
"Tarot","Bad Bunny, Jhay Cortez",2,2022,5,6,"20","608228647","77",114,"Minor",80,42,68,2,0,66,4
"You Make It Feel Like Christmas (feat. Blake Shelton)","Gwen Stefani, Blake Shelton",2,2005,9,20,"0","180577478","56",93,"Major",63,93,88,1,0,12,4
"Desesperados","Chencho Corleone, Rauw Alejandro",2,2021,6,25,"34","809306935","58",90,"Minor",87,51,69,36,0,9,8
"Too Late","SZA",1,2022,12,8,"0","49262961","9",128,"Major",45,35,68,78,0,39,8
"Party","Bad Bunny, Rauw Alejandro",2,2022,5,6,"4","614555082","64",97,"Major",83,47,80,2,0,24,9
"Run Rudolph Run - Single Version","Chuck Berry",1,1958,1,1,"0","245350949","30",152,"Minor",69,94,71,79,0,7,8
"Jingle Bells - Remastered 1999","Frank Sinatra",1,1957,1,1,"0","178660459","3",175,"Major",51,94,34,73,0,10,5
"Far","SZA",1,2022,12,9,"0","51641685","15",116,"Major",61,48,55,67,0,16,8
"On Time (with John Legend)","John Legend, Metro Boomin",2,2022,12,2,"0","78139948","2",80,"Minor",33,51,59,76,0,44,6
"GATяПНяПН","Maldy, Karol G",2,2022,8,25,"13","322336177","50",93,"Minor",63,34,86,26,0,21,39
"яПНяПНяПНabcdefu","Gayle",1,2021,8,13,"0","1007612429","12",122,"Major",70,42,54,30,0,37,5
"Sacrifice","The Weeknd",1,2022,1,7,"0","326792833","77",122,"Major",70,91,79,3,0,7,10
"Is There Someone Else?","The Weeknd",1,2022,1,7,"6","391251368","89",135,"Minor",70,60,58,4,0,16,3
"Fingers Crossed","Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,"0","349585590","7",109,"Major",60,45,47,62,0,31,5
"Out of Time","The Weeknd",1,2022,1,7,"0","339659802","88",93,"Minor",65,82,74,27,0,32,5
"Do It To It","Cherish, ACRAZE",2,2021,8,20,"0","674772936","63",125,"Minor",85,64,81,2,5,7,9
"We Don't Talk About Bruno","Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,"0","432719968","89",206,"Minor",58,83,45,36,0,11,8
"Pepas","Farruko",1,2021,6,24,"17","1309887447","109",130,"Major",76,44,77,1,0,13,3
"How Do I Make You Love Me?","The Weeknd",1,2022,1,7,"0","119238316","47",121,"Minor",80,62,51,2,0,9,8
"Gasoline","The Weeknd",1,2022,1,7,"0","116903579","29",123,"Minor",74,35,73,0,0,21,5
"Infinity","Jaymes Young",1,2017,6,23,"0","888046992","0",122,"Minor",67,50,67,15,0,30,4
"Less Than Zero","The Weeknd",1,2022,1,7,"0","200660871","77",143,"Major",53,50,79,0,0,8,3
"Take My Breath","The Weeknd",1,2021,8,6,"0","130655803","80",121,"Minor",70,35,77,1,0,26,4
"good 4 u","Olivia Rodrigo",1,2021,5,14,"6","1887039593","55",166,"Minor",56,68,66,28,0,11,18
"Here We GoяПНяПНяПН Again (feat. Tyler, the Cr","The Weeknd, Tyler, The Creator",3,2022,1,7,"0","88103848","18",135,"Major",41,27,64,36,0,60,3
"Best Friends","The Weeknd",1,2022,1,7,"0","101114984","18",87,"Minor",49,49,59,44,0,35,21
"Kiss Me More (feat. SZA)","SZA, Doja Cat",2,2021,4,9,"0","1575467011","65",111,"Major",77,74,66,30,0,13,3
"I Heard You're Married (feat. Lil Wayne)","The Weeknd, Lil Wayne",2,2022,1,7,"0","91656026","10",110,"Major",75,85,84,10,0,31,19
"Need To Know","Doja Cat",1,2021,6,11,"0","1042568408","36",130,"Major",66,19,61,30,0,9,7
"MONTERO (Call Me By Your Name)","Lil Nas X",1,2020,9,18,"0","1735441776","19",179,"Minor",61,76,51,30,0,38,15
"love nwantiti (ah ah ah)","Ckay",1,2019,7,26,"2","726837877","0",93,"Minor",74,53,73,61,0,13,4
"Dawn FM","The Weeknd",1,2022,1,7,"0","53933526","8",78,"Minor",27,10,49,62,0,49,5
"Surface Pressure","Jessica Darrow",1,2021,11,19,"0","267758538","48",180,"Major",65,37,58,2,0,4,31
"Starry Eyes","The Weeknd",1,2022,1,7,"0","74601456","17",86,"Minor",28,13,41,50,0,19,3
"THATS WHAT I WANT","Lil Nas X",1,2021,9,17,"0","920797189","7",88,"Minor",74,55,85,1,0,5,22
"One Right Now (with The Weeknd)","The Weeknd, Post Malone",2,2021,11,5,"0","539595276","18",97,"Major",68,72,78,4,0,7,5
"Beggin","MяПНяПНne",1,2017,12,8,"0","1367810478","64",134,"Minor",71,59,80,13,0,36,5
"Mon Amour - Remix","Aitana, zzoilo",2,2020,9,21,"2","578207856","13",116,"Major",75,36,76,12,0,10,10
"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)","Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,"26","775542072","65",170,"Minor",64,14,70,9,0,9,8
"MONEY","Lisa",1,2021,9,10,"13","863625566","109",140,"Minor",83,40,55,16,0,14,23
"The Motto","TiяПНяПНsto, Ava",2,2021,11,4,"6","656013912","107",118,"Minor",75,46,76,3,0,9,4
"Happier Than Ever","Billie Eilish",1,2021,7,30,"0","1056760045","133",65,"Major",31,31,24,76,0,14,4
"Moth To A Flame (with The Weeknd)","The Weeknd, Swedish House Mafia",2,2021,10,22,"17","611994237","172",120,"Minor",56,16,67,0,0,11,4
"traitor","Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,"6","1230855859","43",176,"Major",29,12,33,68,0,12,5
"Toxic","BoyWithUke",1,2021,9,10,"0","582981380","23",180,"Minor",59,69,61,84,0,46,36
"drivers license","Olivia Rodrigo",1,2021,1,8,"3","1858144199","61",144,"Major",59,21,43,76,0,10,7
"MalvadяПНяПН","XamяПНяПН, Gustah, Neo B",3,2021,11,30,"1","240684449","3",133,"Minor",82,52,61,38,0,14,27
"All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Taylor Swift",1,2021,11,12,"5","583687007","49",93,"Major",63,21,52,28,0,9,3
"DonяПНяПНяПНt Break My","The Weeknd",1,2022,1,7,"0","63803529","5",122,"Major",77,25,62,34,0,23,3
"Oh My God","Adele",1,2021,11,19,"0","466214729","7",88,"Major",53,55,73,9,0,3,5
"Entre Nosotros (Remix) [con Nicki Nicole]","Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,"3","236940480","0",170,"Minor",70,61,44,40,0,37,4
"A Tale By Quincy","The Weeknd",1,2022,1,7,"0","41924466","2",94,"Minor",46,55,50,71,0,10,11
"I AM WOMAN","Emmy Meli",1,2021,11,18,"0","225259194","0",170,"Major",65,46,47,12,0,13,16
"Medallo","Justin Quiles, Lenny TavяПНяПНrez, BL",3,2021,10,27,"2","393230256","21",90,"Minor",79,79,70,57,0,66,8
"It'll Be Okay","Shawn Mendes",1,2021,12,1,"0","287201015","8",78,"Major",40,7,29,62,0,9,3
"Softcore","The Neighbourhood",1,2018,3,9,"12","599770206","102",94,"Major",57,36,58,5,0,15,3
"Super Gremlin","Kodak Black",1,2021,10,30,"0","342779426","15",73,"Major",83,11,41,0,0,36,14
"VolvяПН","Aventura, Bad Bunny",2,2021,8,3,"10","673801126","24",176,"Major",73,79,86,42,0,7,18
"Todo De Ti","Rauw Alejandro",1,2020,11,2,"8","1168642797","75",128,"Minor",81,57,63,40,1,10,4
"Love Nwantiti - Remix","Ckay, AX'EL, Dj Yo!",3,2019,8,30,"0","540539717","2",120,"Major",58,44,60,44,9,5,6
"Smokin Out The Window","Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,"0","383550148","40",82,"Major",63,85,62,6,0,35,4
"Meet Me At Our Spot","THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,"0","530511203","14",95,"Major",77,40,47,2,0,9,3
"Every Angel is Terrifying","The Weeknd",1,2022,1,7,"0","37307967","1",118,"Major",44,52,94,11,0,4,29
"Tacones Rojos","Sebastian Yatra",1,2021,10,22,"9","510876816","31",123,"Minor",75,93,86,8,0,14,3
"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,"0","1445941661","52",90,"Major",63,49,68,38,0,42,18
"Dakiti","Bad Bunny, Jhay Cortez",2,2020,10,30,"21","1763363713","166",110,"Minor",73,14,57,40,0,11,5
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Bizarrap, Tiago pzk",2,2021,12,29,"12","374191487","4",96,"Minor",66,76,82,47,0,10,32
"LяПНяПНяПН","Stromae",1,2022,1,9,"0","108809090","122",88,"Minor",56,58,55,35,0,23,11
"NostяПНяПНl","Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,"2","436695353","76",98,"Minor",73,60,85,17,0,24,5
"Better Days (NEIKED x Mae Muller x Polo G)","NEIKED, Mae Muller, Polo G",3,2021,9,24,"0","421040617","2",110,"Minor",72,67,68,0,0,14,4
"Life Goes On","Oliver Tree",1,2020,7,17,"0","501541661","15",80,"Major",70,57,49,19,0,12,8
"Sad Girlz Luv Money Remix (feat. Kali Uchis)","Kali Uchis, Amaarae, Moliy",3,2021,9,16,"0","354065229","3",110,"Minor",86,31,53,43,0,11,6
"Butter","BTS",1,2021,5,21,"6","1143647827","135",110,"Major",79,70,36,0,0,6,11
"pushin P (feat. Young Thug)","Young Thug, Future, Gunna",3,2022,1,7,"0","311395144","28",78,"Minor",77,49,42,1,1,13,19
"You Right","Doja Cat, The Weeknd",2,2021,6,24,"0","672656250","9",129,"Major",83,44,62,2,0,8,6
"deja vu","Olivia Rodrigo",1,2021,4,1,"4","1256880657","39",181,"Major",44,22,60,61,0,42,9
"Dynamite","BTS",1,2020,8,21,"5","1692897992","163",114,"Minor",75,74,77,1,0,9,10
"TO THE MOON","Jnr Choi",1,2021,11,5,"0","245095641","0",144,"Major",74,39,65,5,1,11,35
"Lost in the Fire","The Weeknd, Gesaffelstein",2,2019,1,11,"2","686734357","145",101,"Major",66,18,68,9,0,12,4
"Salimo de Noche","Trueno, Tiago pzk",2,2021,10,21,"0","261414174","5",84,"Major",67,78,63,29,0,12,5
"Volando - Remix","Sech, Bad Bunny, Mora",3,2021,7,8,"19","610045621","34",154,"Major",66,63,69,21,0,11,7
"Leave The Door Open","Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,"0","1115880852","123",148,"Major",59,72,62,18,0,9,3
"Knife Talk (with 21 Savage ft. Project Pat)","Drake, Project Pat, 21 Savage",3,2021,9,3,"0","594482982","43",146,"Minor",85,22,37,13,0,7,30
"Don't Be Shy","TiяПНяПНsto, Kar",2,2021,8,1,"0","566954746","51",120,"Minor",77,51,79,20,0,26,6
"Love Grows (Where My Rosemary Goes)","Edison Lighthouse",1,1970,1,1,"0","227777082","0",110,"Major",53,75,69,7,0,17,3
"LA FAMA (with The Weeknd)","The Weeknd, ROSALяПН",2,2021,11,11,"3","374706940","93",136,"Minor",77,82,30,95,0,13,5
"The Family Madrigal","Olga Merediz, Stephanie Beatriz, Encanto - Cast",3,2021,11,19,"0","184937148","38",141,"Major",59,56,63,12,0,6,36
"Phantom Regret by Jim","The Weeknd",1,2022,1,7,"0","31959571","1",108,"Minor",46,23,48,75,30,14,4
"Dos Oruguitas","Sebastian Yatra",1,2021,11,19,"0","167076418","47",94,"Major",42,47,36,76,0,9,5
"Freaks","Surf Curse",1,2015,5,10,"3","824420218","21",180,"Major",35,41,94,0,63,5,5
"Acapulco","Jason Derulo",1,2021,9,1,"0","363467642","5",122,"Major",77,51,79,5,0,16,5
"Daddy Issues","The Neighbourhood",1,2015,10,30,"4","1127468248","70",85,"Major",59,33,52,7,15,12,3
"thought i was playing","21 Savage, Gunna",2,2022,1,7,"0","60680939","0",148,"Major",68,29,73,0,0,7,7
"ELEVEN","IVE",1,2021,12,1,"1","247737946","89",120,"Major",83,59,73,6,0,5,11
"Mood (feat. Iann Dior)","24kgoldn, Iann Dior",2,2020,7,24,"0","1699402402","27",91,"Minor",70,76,72,22,0,27,4
"What Else Can I Do?","Stephanie Beatriz, Diane Guerrero",2,2021,11,19,"0","154797871","27",120,"Major",72,54,71,26,0,10,4
"DANCE CRIP","Trueno",1,2021,11,17,"0","198883004","14",106,"Major",86,86,79,11,0,8,9
"Miserable Man","David Kushner",1,2022,1,7,"0","124407432","0",110,"Major",63,31,35,93,0,29,3
"happier","Olivia Rodrigo",1,2021,5,21,"4","850608354","46",169,"Major",39,36,45,81,0,8,13
"Praise God","Kanye West",1,2021,8,29,"0","376333030","6",118,"Major",80,21,55,1,0,26,17
"Get Into It (Yuh)","Doja Cat",1,2021,6,25,"0","516784627","19",92,"Minor",91,79,66,32,0,9,16
"Before You Go","Lewis Capaldi",1,2019,11,1,"24","1608045237","130",112,"Major",45,19,60,63,0,9,6
"Sky","Playboi Carti",1,2020,12,25,"3","506778838","3",140,"Major",79,56,91,26,0,13,21
"Rolling in the Deep","Adele",1,2010,11,29,"6","1472799873","125",105,"Major",73,52,76,13,0,5,3
"Sobrio","Maluma",1,2021,7,8,"10","513643924","76",178,"Major",76,63,77,14,0,15,22
"Peru","Ed Sheeran, Fireboy DML",2,2021,12,23,"0","261286503","17",108,"Minor",96,71,42,57,0,8,9
"favorite crime","Olivia Rodrigo",1,2021,5,21,"0","783706581","21",173,"Major",40,19,29,86,0,34,4
"Thunder","Prezioso, Gabry Ponte, LUM!X",3,2021,5,7,"10","422691058","16",101,"Major",67,40,90,3,0,34,6
"The Business","TiяПНяПН",1,2020,1,1,"0","1062345656","32",120,"Minor",80,24,62,41,2,11,23
"positions","Ariana Grande",1,2020,10,23,"0","1252563873","55",144,"Major",73,66,80,44,0,9,12
"I WANNA BE YOUR SLAVE","MяПНяПНne",1,2021,3,19,"0","851070493","88",133,"Major",75,96,61,0,0,18,4
"Vai LяПНяПН Em Casa ","MarяПНяПНlia MendonяПНяПНa, George Henrique &",2,2021,10,22,"0","263894529","3",158,"Minor",46,62,83,53,0,97,28
"The Feels","TWICE",1,2021,10,1,"0","345903614","99",120,"Major",81,92,90,9,0,8,7
"HEARTBREAK ANNIVERSARY","Giveon",1,2020,2,21,"4","951637566","127",129,"Major",61,59,46,56,0,13,5
"No Lie","Sean Paul, Dua Lipa",2,2016,11,18,"0","956865266","127",102,"Major",74,45,89,5,0,26,13
"OUT OUT (feat. Charli XCX & Saweetie)","Charli XCX, Jax Jones, Joel Corry, Saweetie",4,2021,8,13,"0","427486004","11",124,"Minor",79,79,84,2,0,5,5
"Pope Is a Rockstar","SALES",1,2016,4,20,"0","156658366","2",90,"Minor",73,31,45,85,24,11,3
"2055","Sleepy hallow",1,2021,4,14,"0","624515457","0",161,"Minor",78,65,52,46,0,12,31
"Bored","Billie Eilish",1,2017,3,30,"0","777765388","45",120,"Major",60,11,33,90,0,8,5
"Happier Than Ever - Edit","Billie Eilish",1,2021,7,28,"0","412795151","0",81,"Major",45,12,57,7,0,23,3
"Astronaut In The Ocean","Masked Wolf",1,2019,1,1,"0","1138474110","18",150,"Minor",78,47,70,18,0,15,9
"Ley Seca","Anuel Aa, Jhay Cortez",2,2021,9,2,"0","355219175","12",105,"Major",76,58,84,10,0,13,10
"Every Summertime","NIKI",1,2021,8,10,"2","290228626","2",79,"Major",63,76,67,38,0,6,4
"Talking To The Moon","Bruno Mars",1,2010,10,4,"2","1062956628","0",146,"Minor",52,7,61,51,0,11,3
"you broke me first","Tate McRae",1,2020,4,17,"0","1180094974","19",124,"Major",64,8,37,79,0,9,5
"The Nights","Avicii",1,2014,1,1,"8","1456081449","122",126,"Major",53,66,85,2,0,24,4
"Take My Breath","The Weeknd",1,2021,8,6,"0","432702334","73",121,"Major",75,53,74,2,0,11,5
"Way 2 Sexy (with Future & Young Thug)","Drake, Future, Young Thug",3,2021,9,3,"0","489945871","30",136,"Minor",80,33,60,0,0,32,14
"CяПНяПН","Rauw Alejandro",1,2021,6,25,"3","465959382","82",102,"Minor",77,26,63,58,0,11,5
"Enemy - from the series Arcane League of Legends","Imagine Dragons, League of Legends, Arcane",3,2021,10,27,"0","1223481149","8",77,"Major",73,54,74,23,0,41,23
"Dance Monkey","Tones and I",1,2019,5,10,"0","2864791672","167",98,"Minor",82,54,59,69,0,18,10
"Lucid Dreams","Juice WRLD",1,2017,6,15,"0","2288695111","34",84,"Minor",44,22,48,38,0,33,24
"QuяПНяПН MяПНяПН","J Balvin, Maria Becerra",2,2021,1,28,"0","720825549","34",102,"Major",89,77,82,3,0,17,11
"All of Me","John Legend",1,2013,8,1,"0","2086124197","118",120,"Major",42,33,26,92,0,13,3
"Smells Like Teen Spirit - Remastered 2021","Nirvana",1,1991,9,10,"9","1690192927","121",117,"Major",52,73,91,0,0,11,7
"Arcade","Duncan Laurence",1,2019,3,7,"0","991336132","47",72,"Minor",45,27,33,82,0,14,4
"Fair Trade (with Travis Scott)","Drake, Travis Scott",2,2021,9,3,"6","593917618","116",168,"Major",67,29,47,5,0,22,26
"Bar","Tini, L-Gante",2,2021,11,11,"4","200972675","3",94,"Major",52,68,69,13,0,33,8
"The Rumbling (TV Size)","SiM",1,2022,1,10,"0","71014967","4",145,"Major",41,65,88,0,0,26,5
"family ties (with Kendrick Lamar)","Kendrick Lamar, Baby Keem",2,2021,8,27,"5","560222750","15",134,"Major",71,14,61,1,0,23,33
"Mr. Brightside","The Killers",1,2003,9,23,"15","1806617704","99",148,"Major",35,24,93,0,0,10,8
"Blessed-Cursed","ENHYPEN",1,2022,1,10,"0","77337771","12",127,"Minor",60,40,89,9,0,60,6
"AM Remix","J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,"0","528544703","5",172,"Minor",74,79,66,11,0,8,16
"Streets","Doja Cat",1,2019,11,7,"0","865640097","87",90,"Major",75,19,46,21,4,34,8
"Shallow","Lady Gaga, Bradley Cooper",2,2018,9,27,"12","2159346687","155",96,"Major",57,30,40,38,0,26,3
"Polaroid Love","ENHYPEN",1,2022,1,10,"0","211372494","56",138,"Minor",74,65,67,46,0,36,4
"Leave Before You Love Me (with Jonas Brothers)","Marshmello, Jonas Brothers",2,2021,4,28,"4","651732901","24",120,"Major",72,67,72,0,0,13,4
"Permission to Dance","BTS",1,2021,7,9,"2","608334048","134",125,"Major",70,65,74,1,0,34,4
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,"0","863756573","54",123,"Major",82,80,86,1,0,30,13
"RAPSTAR","Polo G",1,2021,4,9,"0","797402345","12",81,"Major",79,44,54,41,0,13,24
"'Till I Collapse","Eminem, Nate Dogg",2,2002,5,26,"0","1695712020","46",171,"Major",55,10,85,7,0,8,20
"Memories","Maroon 5",1,2019,9,20,"2","1759567999","67",91,"Major",77,60,32,84,0,8,5
"Se Le Ve","Arcangel, De La Ghetto, Justin Quiles, Lenny TavяПНяПНrez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,"0","223319934","0",84,"Minor",56,61,76,10,0,14,11
"25k jacket (feat. Lil Baby)","Gunna, Lil Baby",2,2022,1,7,"0","54937991","3",115,"Minor",90,74,54,16,0,13,28
"When IяПНяПНяПНm Gone (with Katy ","Katy Perry, Alesso",2,2021,12,29,"0","226897599","21",125,"Major",69,70,89,4,0,49,3
"EsqueяПНяПНa-Me Se For C","MarяПНяПНlia MendonяПНяПНa, Maiara &",2,2021,10,14,"0","258316038","92",122,"Minor",80,62,69,28,0,13,7
"MiяПНяПНn","Tini, Maria Becerra",2,2021,4,29,"16","596152090","23",92,"Major",85,92,54,16,0,29,7
"SяПНяПН","Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,"0","177129919","26",90,"Minor",63,75,75,17,0,11,8
"MAMIII","Karol G, Becky G",2,2022,2,10,"28","716591492","102",94,"Minor",84,90,70,9,0,14,8
"Still D.R.E.","Dr. Dre, Snoop Dogg",2,1999,1,1,"0","1210599487","78",93,"Major",81,53,78,18,0,6,24
"Stay Alive (Prod. SUGA of BTS)","Jung Kook",1,2022,2,11,"5","246376690","113",130,"Minor",51,50,76,30,0,10,7
"Boyfriend","Dove Cameron",1,2022,2,11,"0","496311364","0",180,"Minor",35,23,61,23,0,19,6
"The Joker And The Queen (feat. Taylor Swift)","Ed Sheeran, Taylor Swift",2,2022,2,11,"0","146789379","1",134,"Major",53,31,31,92,0,28,3
"The Next Episode","Dr. Dre, Snoop Dogg",2,1999,1,1,"0","843309044","40",95,"Minor",92,31,89,3,0,8,25
"Light Switch","Charlie Puth",1,2022,1,19,"0","500340342","6",184,"Major",69,91,63,11,0,9,31
"City of Gods","Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,"0","107255472","3",147,"Minor",47,50,80,10,0,32,38
"Brividi","Mahmood, Blanco",2,2022,2,2,"0","135079152","1",123,"Major",52,44,60,40,0,26,3
